total_charge_mC,total_charge_mAh,total_energy_mJ,time
1920.292597165223,0.533414610323673,5760.877791495666,1066.4346618652344
1945.9380782531746,0.5405383550703262,5837.814234759521,1080.6768798828125
1973.3700466369637,0.5481583462880454,5920.110139910888,1095.9112548828125
2000.576876191102,0.5557157989419726,6001.730628573303,1111.0205993652344
2029.3592738766488,0.5637109094101801,6088.077821629943,1127.0049743652344
2054.9765904040537,0.5708268306677925,6164.929771212158,1141.2315673828125
2080.1296426525887,0.5778137896257189,6240.388927957763,1155.2003173828125
2109.6997890670787,0.5860277191852994,6329.099367201233,1171.6221618652344
2134.543368185731,0.592928713384925,6403.63010455719,1185.4190368652344
2161.426755098878,0.6003963208607992,6484.280265296631,1200.3487548828125
2191.334560950929,0.6087040447085911,6574.003682852784,1216.9581298828125
2215.615391930848,0.6154487199807909,6646.8461757925415,1230.4424743652344
2243.2724160568246,0.623131226682451,6729.817248170471,1245.8018493652344
2271.2249194909677,0.630895810969713,6813.674758472901,1261.3253173828125
2300.4996553601086,0.6390276820444744,6901.498966080323,1277.5831298828125
2323.060486718141,0.6452945796439278,6969.18146015442,1290.1122436523438
2351.269914601747,0.6531305318338183,7053.809743805238,1305.7784118652344
2378.730051226808,0.6607583475630019,7136.190153680422,1321.0284423828125
2405.472702110597,0.6681868616973877,7216.418106331789,1335.8800048828125
2432.5951098825085,0.6757208638562521,7297.785329647524,1350.9424743652344
2460.561602743837,0.6834893340955099,7381.684808231508,1366.4737243652344
2488.5140915905777,0.6912539143307157,7465.54227477173,1381.9971923828125
2515.158256051027,0.6986550711252849,7545.474768153078,1396.7940673828125
2542.477623363954,0.7062437842677647,7627.4328700918595,1411.9659118652344
2568.6716331271377,0.7135198980908712,7706.01489938141,1426.5127868652344
2595.3299437902847,0.7209249843861898,7785.989831370851,1441.3175048828125
2621.186379949953,0.7281073277638753,7863.559139849855,1455.6768798828125
2648.6183027218644,0.7357273063116285,7945.854908165589,1470.9112243652344
2675.8251601876846,0.7432847667188008,8027.47548056305,1486.0205993652344
2703.6657875244155,0.7510182743123373,8110.997362573243,1501.48193359375
2730.0848913598647,0.7583569142666287,8190.254674079591,1516.15380859375
2755.3785748031632,0.7653829374453226,8266.135724409485,1530.2006530761719
2784.9487527304095,0.7735968757584465,8354.846258191223,1546.6225280761719
2810.144093769533,0.7805955816026475,8430.432281308593,1560.61474609375
2836.6757440307633,0.7879654844529893,8510.027232092285,1575.34912109375
2866.5835065902725,0.7962731962750752,8599.750519770812,1591.9584655761719
